Province,Luas_Panen_ha,Produktivitas_ku_ha,Produksi_ton,Year,Productivity_per_ton,Production_efficiency,Produksi_lag1,Produktivitas_lag1,Area_lag1,Produksi_ma3,Produktivitas_ma3
SULAWESI TENGAH,172606.22,44.14,761936.39,2024,4.414,4.414304362843935,821367.41,46.22,177699.03,775904.1666666666,44.803333333333335
SULAWESI TENGGARA,136673.75,39.43,538876.14,2018,3.943,3.942791794327733,,,,538876.14,39.43
SULAWESI TENGGARA,132343.86,39.27,519706.93,2019,3.9270000000000005,3.92694402294145,538876.14,39.43,136673.75,529291.535,39.35
SULAWESI TENGGARA,133697.15,39.85,532773.49,2020,3.9850000000000003,3.984927801377965,519706.93,39.27,132343.86,530452.1866666666,39.51666666666667
SULAWESI TENGGARA,127517.29,41.57,530029.08,2021,4.157,4.15652716584551,532773.49,39.85,133697.15,527503.1666666666,40.23
SULAWESI TENGGARA,118258.8,40.5,478958.0,2022,4.05,4.050083376459088,530029.08,41.57,127517.29,513920.18999999994,40.64
SULAWESI TENGGARA,113930.26,42.08,479407.25,2023,4.208,4.207900956251658,478958.0,40.5,118258.8,496131.44333333336,41.38333333333333
SULAWESI TENGGARA,129999.61,42.76,555836.08,2024,4.276,4.275674980871096,479407.25,42.08,113930.26,504733.7766666667,41.78
SULAWESI UTARA,70352.62,46.47,326929.74,2018,4.647,4.647015846744585,,,,326929.74,46.47
SULAWESI UTARA,62020.39,44.79,277776.31,2019,4.479,4.478790120474895,326929.74,46.47,70352.62,302353.025,45.629999999999995
SULAWESI UTARA,61827.86,40.25,248879.48,2020,4.025,4.025361382392986,277776.31,44.79,62020.39,284528.51,43.836666666666666
SULAWESI UTARA,59182.52,39.35,232884.76,2021,3.935,3.9350260854049477,248879.48,40.25,61827.86,253180.18333333335,41.46333333333333
SULAWESI UTARA,58195.56,41.88,243730.3,2022,4.188000000000001,4.188125348394276,232884.76,39.35,59182.52,241831.51333333334,40.49333333333333
SULAWESI UTARA,54562.95,43.65,238193.41,2023,4.365,4.36547895595821,243730.3,41.88,58195.56,238269.49,41.626666666666665
SULAWESI UTARA,59121.96,46.2,273134.94,2024,4.62,4.619855972298618,238193.41,43.65,54562.95,251686.21666666667,43.910000000000004
SUMATERA BARAT,313050.82,47.37,1483076.48,2018,4.737,4.737494314820833,,,,1483076.48,47.37
SUMATERA BARAT,311671.23,47.58,1482996.01,2019,4.758,4.758206299631827,1483076.48,47.37,313050.82,1483036.245,47.474999999999994
SUMATERA BARAT,295664.47,46.92,1387269.29,2020,4.692,4.692039222704034,1482996.01,47.58,311671.23,1451113.9266666668,47.29
SUMATERA BARAT,272391.95,48.36,1317209.38,2021,4.836,4.835713316784875,1387269.29,46.92,295664.47,1395824.8933333333,47.62
SUMATERA BARAT,271883.1,50.52,1373532.0,2022,5.0520000000000005,5.051921211726658,1317209.38,48.36,272391.95,1359336.89,48.6
SUMATERA BARAT,300564.77,49.32,1482468.79,2023,4.932,4.932277292511694,1373532.0,50.52,271883.1,1391070.0566666666,49.4
SUMATERA BARAT,295278.98,45.94,1356467.93,2024,4.593999999999999,4.593851990412592,1482468.79,49.32,300564.77,1404156.2400000002,48.593333333333334
SUMATERA SELATAN,581574.61,51.48,2994191.84,2018,5.148,5.14842255579211,,,,2994191.84,51.48
SUMATERA SELATAN,539316.52,48.27,2603396.24,2019,4.827,4.827213970749496,2994191.84,51.48,581574.61,2798794.04,49.875
SUMATERA SELATAN,551320.76,49.75,2743059.68,2020,4.975,4.975433321248414,2603396.24,48.27,539316.52,2780215.92,49.833333333333336
SUMATERA SELATAN,496241.65,51.44,2552443.19,2021,5.144,5.143548893971314,2743059.68,49.75,551320.76,2632966.37,49.82
SUMATERA SELATAN,513378.2,54.06,2775069.0,2022,5.406000000000001,5.405506116153743,2552443.19,51.44,496241.65,2690190.6233333335,51.75
SUMATERA SELATAN,504143.03,56.19,2832773.92,2023,5.619,5.618988563622509,2775069.0,54.06,513378.2,2720095.3699999996,53.89666666666667
SUMATERA SELATAN,521092.21,55.83,2909411.67,2024,5.583,5.583295267453719,2832773.92,56.19,504143.03,2839084.8633333333,55.35999999999999
SUMATERA UTARA,408176.45,51.65,2108284.72,2018,5.165,5.1651307173650025,,,,2108284.72,51.65
SUMATERA UTARA,413141.24,50.32,2078901.59,2019,5.032,5.031939174118759,2108284.72,51.65,408176.45,2093593.1550000003,50.985
SUMATERA UTARA,388591.22,52.51,2040500.19,2020,5.2509999999999994,5.251019799160671,2078901.59,50.32,413141.24,2075895.5,51.49333333333333
SUMATERA UTARA,385405.0,52.0,2004142.51,2021,5.2,5.200094731516197,2040500.19,52.51,388591.22,2041181.43,51.60999999999999
SUMATERA UTARA,411462.1,50.76,2088584.0,2022,5.076,5.076005785222989,2004142.51,52.0,385405.0,2044408.9000000001,51.75666666666666
SUMATERA UTARA,406109.49,51.4,2087474.15,2023,5.14,5.140175744230946,2088584.0,50.76,411462.1,2060066.8866666667,51.38666666666666
SUMATERA UTARA,419463.48,52.56,2204875.51,2024,5.256,5.256418294150422,2087474.15,51.4,406109.49,2126977.8866666667,51.57333333333333
YOGYAKARTA,93956.45,54.81,514935.49,2018,5.481,5.480576266983268,,,,514935.49,54.81
YOGYAKARTA,111477.36,47.86,533477.4,2019,4.786,4.785522369743956,514935.49,54.81,93956.45,524206.445,51.335
YOGYAKARTA,110548.12,47.35,523395.95,2020,4.735,4.734553152057222,533477.4,47.86,111477.36,523936.28,50.00666666666667
YOGYAKARTA,107506.16,51.77,556531.03,2021,5.1770000000000005,5.176736198186225,523395.95,47.35,110548.12,537801.4600000001,48.99333333333334
YOGYAKARTA,110927.2,50.64,561699.5,2022,5.064,5.063676898001573,556531.03,51.77,107506.16,547208.8266666667,49.919999999999995
YOGYAKARTA,105693.66,50.53,534113.69,2023,5.053,5.053412759100214,561699.5,50.64,110927.2,550781.4066666666,50.98
YOGYAKARTA,96976.13,46.7,452831.77,2024,4.67,4.669517849392423,534113.69,50.53,105693.66,516214.98666666663,49.29
